body,fake,source
"Stocks pricey, mid- & small-cap funds prefer to hold more cashMid-cap funds received inflows of Rs 2,607 crore in the past three months.",0,Economic Times
"Will RIL disappoint D-Street this quarter with muted profit growth?Reliance Industries' telecom arm Jio and retail business may drive performance, say analysts.",0,Economic Times
"Podcast: Let's talk business & marketsTune in! Your daily digest of market news, views and cues.",0,Economic Times
"Netflix stock tumbles as subscriber growth fallsNetflix’s stock fell more than 10% after the market closed, a drop of more than $17 billion in market value.",0,Economic Times
"Gold prices jump on Fed rate cut hopesIn global markets, gold surpassed the key $1,450 level for the first time since May 2013.",0,Economic Times
"View: Why Raghuram Rajan is wrong about foreign currency debtA foreign currency denominated sovereign bond, issued in modest quantities would have a salutary effect on the external rating and pricing of the Indian sovereign credit risk, and a step in the right direction.",0,Economic Times
Task force on Direct Tax Code to submit report by July 31: FM Nirmala SitharamanThe new direct tax code is set to replace the existing Income Tax Act.,0,Economic Times
"FM sticks to proposals, no relief to FPIs in trust formSitharaman says fears of capital flight due to higher tax surcharge baseless.",0,Economic Times
"Rich are getting richer at rates seen in pre-independence India In the nearly three decades since India liberalised, incomes have grown substantially but the wealthy have got wealthier at a faster rate, too.",0,Economic Times
"Bank credit, deposit growth manage to remain in double- digitsIn the year-ago fortnight, bank credit was at Rs 86.566 trillion, while deposits were at Rs 114.883 trillion.
",0,Economic Times
"Govt approves Rs 206.8 cr for Implementation of Agriculture Export Policy scheme“The Central Government has approved a Central Sector Scheme titled ‘Implementation of Agriculture Export Policy’,” the government said.",0,Economic Times
Xiaomi India says can't make losses while pricing aggressivelyJain's open letter to fans came after a number of consumers expressed their displeasure - mainly on social media - and questioned the company's changed strategy to seek premium pricing.,0,Economic Times
"Keep a close watch on TikTok, PMO tells IT Ministry after complaintsMinistry had said that the Chinese app was in compliance with all requirements.",0,Economic Times
"We are preparing for the future with 3D printing: HP Inc CEO""We closely monitor the situation and when changes happen, we make adjustments. We have had three tranches of tariffs that were announced,"" says Dion Weisler.",0,Economic Times
"Mindtree founders will stay on to stabilise companyNatarajan, Parthasarathy and Ravanan promise to help after meeting with nonexecutive chairman Naik.",0,Economic Times
"Government disburses Rs 20,431 crore for BharatNet projectAccording to official estimates shared in November 2017, the total cost of both phases of BharatNet was Rs 45,000 crore.",0,Economic Times
"Govt issues notice to Tiktok, Helo; asks them to answer queries or face banWhen contacted, Tiktok and Helo in a joint statement said they have plans to invest $1 billion over the period of next three years.",0,Economic Times
"IEA revising oil demand growth forecast down on slowing economyThe IEA is revising its 2019 global oil demand growth forecast to 1.1 million barrels per day (bpd) and may cut it again if the global economy and especially China shows further weakness, Fatih Birol said.",0,Economic Times
"US targeting of Chinese scientists fuels a brain drainLike tens of thousands of China’s best and brightest, Zhao came to the U.S. to earn his doctorate and settled down as a permanent U.S. resident. ",0,Economic Times
Thales says makes sense for Europe to combine fighter projectsDassault Aviation and Airbus are leading a Franco-German programme - the Future Combat Air System (FCAS) - which includes a range of associated weapons such as drones. Spain joined the project last month.,0,Economic Times
"EU clears Vodafone's $ 22 billion deal to expand in EuropeWith the deal, Vodafone has said it will become ""the leading next-generation network owner in Europe,"" with a total reach of 110 million homes and businesses.",0,Economic Times
13 dead in suspected arson attack on Japan animation studioPolice said the fierce blaze appeared to have been started deliberately but there was no immediate information on a possible motive.,0,Economic Times
"Donald Trump slammed for tweet about hunting down Mumbai attack mastermindMore than 160 people were killed in the four-day militant attacks. Saeed is designated a terrorist by the United States and the United Nations.
",0,Economic Times
"Govt mulling extension of ongoing Parliament session by 2-3 days: SourceAt the BJP's parliamentary party meeting on Tuesday, Prime Minister Narendra Modi had said the session can be extended, if required.",0,Economic Times
"JD(S)-Congress regime unlikely to pay heed to Governor’s missive to CMHow can Speaker deny chance to members to speak & curtail their rights, asks senior Congress minister RV Deshpande",0,Economic Times
"Karnataka Live: Ball is in Speaker's court, says Congress on Governor's deadlineThe Karnataka Governor has given CM Kumaraswamy a deadline of 1.30 pm today to seek  the trust vote",0,Economic Times
SIT brings IMA owner Mansoor Khan to IndiaThe development is expected to ease the ongoing investigation and the effort to return the money of thousands of investors.,0,Economic Times
"Union minister orders legal audit of govt cultural institutesThe ministry presides over several autonomous institutes and attached and subordinate offices which include leading national academies, museums and cultural centres, among others.",0,Economic Times
"Twin buildings collapse in BengaluruWith poor foundations and low-quality construction, building collapses have been multiplying and are no isolated incident.",0,Economic Times
"Traders bet on calendar spread as Nifty moves in a tight rangeA trading combination involving Nifty options is gaining prominence among savvy trading desks of institutional investors.

",0,Economic Times
"Nifty may find support at 5300 levelAs far as stock futures are concerned, we are very near to the highest-ever open interest with 195 crore shares in open interest. ",0,Economic Times
"Seven out of top 10 Asian small-cap funds are IndianAn analysis of 300 Asian small-cap schemes shows DSP BlackRock Micro Cap Fund leading the charge, delivering an 82% return over the past year.",0,Economic Times
"Inflation reflects growth dynamics in India: Christopher WoodIndia has inflation and it reflects the fundamental growth, Christopher Wood, equity strategist, CLSA, said at ET Now Mkt Summit-2010.

",0,Economic Times
"Market may trade in a range, but FIIs seen sold on IndiaMarket may see range-bound trading this week in the absence of any major trigger.",0,Economic Times
"'Don't bank only on price-to-earning ratio'Many experts believe that looking at PE ratio in isolation won’t help investors grasp realities of the mkt and higher valuation may not be the only deciding factor driving mkt. 
",0,Economic Times
Prabhudas Lilladher has a reduce rating on InfosysPrabhudas Lilladher has a ‘reduce’ rating on Infosys Technologies as it feels that the outlook for the company and the software industry is quite weak in the near-term.,0,Economic Times
Fin Crisis: Too late and too little done in USA crisis of $240 trillion cannot be stemmed with bailout packages of $1 to $10 trillion. 2008: Year of global financial crisis | Survive credit crisis | Ghosts of 1929,0,Economic Times
"Weak rupee takes its toll on cos with huge foreign debtThe falling rupee will severely affect the small companies, whereas the big ones will be impacted moderately. Get rid of Debt | Adopt correct investment strategies",0,Economic Times
"Wait for more signals before turning positiveAt the recent low of 12514 points, the Sensex has tested the 12800-12000-pts support zone and has since then attempted a corrective rally.",0,Economic Times
"Six Indian cos among BusinessWeek's top 100 Infotech firmsBusinessWeek's 'The Infotech 100', has ranked Bharti Airtel at the 21st position followed by Reddington India (55th) and RCom (66th). Successful business formula",0,Economic Times
Indian firms slip in global ranking; four move out of Top-50014 firms present in a new list of world's 500 most valued firms together seeing an erosion of about $150 billion in their market value in the first three months of this year.,0,Economic Times
"'Big Daddy' laps up Cipla after Q1 nos beat forecastShares of Cipla inched up on heavy volumes on Friday, after the company’s first quarter earnings beat the consensus estimate.",0,Economic Times
"Old Fox has dream run on Dalal StreetThe Old Fox of Dalal Street has been on a dream run since the past couple of weeks. On Friday, most stocks that he had been steadily building up positions in figured among key gainers of the day.",0,Economic Times
"Cairn India hits record high on BSE amid stake sale talksThe scrip, which was flat for most of the session, shot up in the final hour of trade on the Bombay Stock Exchange to settle with a net gain of 4.36 per cent at Rs 355.45.",0,Economic Times
"Vedanta plunges 5.59% on LSE amid talks to buy Cairn stakeIn the late afternoon session, the scrip was being traded at 20.61 pounds, down by 5.50 per cent on the LSE. Vedanta opened on a positive note, but soon swung into the red.",0,Economic Times
"SBI shares on gaining spree; hit record highIn the past two days, the scrip recorded a gain of over 9 per cent on the BSE, making its investors richer by a whopping Rs 15,000 crore.
",0,Economic Times
FM must rethinkTT Ram Mohan has rightly suggested that the tax-GDP ratio measures structural improvement. The FM must rethink his medium-term debtto-GDP target. ,0,Economic Times
Amalgamate banksFinancial inclusion and financial literacy will be the paramount objective while implementing reforms along with UID project to protect the interests of poor. ,0,Economic Times
"Managing dataThis refers to your edit ‘A welcome quest’ (ET, Oct 8). It is imperative to have a strong database.",0,Economic Times
"Right technologyApropos of ‘The climate conundrum’ (ET, Oct 9), Mukul Sanwal rightly suggests that developing countries should lead in setting the agenda for global technological cooperation.",0,Economic Times
ET SearchRupee#CAD#Economic crisis#Food Bill,0,Economic Times
"After the Oscars, what's next for silent stars of The Artist?The team behind The Artist will have spent the first day of the rest of their lives conforming to the grandest, and most lucrative, of Hollywood traditions. ",0,Economic Times
"Delhi World Book fair: A fair like no otherIt's the World Book fair, which comes around once every two years sprawling across the giant halls of Pragati Maidan.  This is the fair's 20th edition.",0,Economic Times
"Indian gift makes its way to State Department exhibitionAn elephant figurine gifted by the then HM LK Advani to US Secretary of State Colin Powell in 2002, has made its way to the State Department hall.",0,Economic Times
"IMD to use dynamic models for forecastsStatistical models used by IMD will still be used for monsoon forecast, but the ministry of earth sciences is putting more emphasis on dynamic models.",0,Economic Times
"Docs reveal contents of first wire msg between India & EngNewly discovered documents have revealed the first telegraph messages and joy when England was linked for the first time with India on 23 June, 1870. ",0,Economic Times
Worried Amitabh Bachchan fans pray to Lord Shiva for his recoveryHundreds of worried fans of ailing Bollywood megastar Amitabh Bachchan today performed a yagna here to pray for his speedy recovery.,0,Economic Times
"Every decision of government needn’t be a big reform: Anand Mahindra""The fact that we are the world’s largest democracy and we are all aware that power and a role in global affairs for a nation comes from economic strength.""",0,Economic Times
"Narendra Modi has his eyes set on boosting business: Joao Cravinho, EU AmbassadorAmbassador Joao Cravinho, head of the EU delegation, led Ambassadors of various European countries to a quiet lunch with Modi at the capital last year.",0,Economic Times
"Confidence level of industry improving: KV Kamath, ICICI Bank""It is the collective wisdom of the marketplace that there is action and we will move with speed. That improves the confidence level of industry.""",0,Economic Times
"We may see rapid growth over the next few years: Raamdeo AgrawalDirectives from the Centre have to be executed at the state level. So, there are many things that are not in Modi’s hands, says Raamdeo Agrawal.",0,Economic Times
"Our commitment for press freedom, and autonomy of public broadcast is absolute: Prakash Javadekar""Now there is a stage three and stage four of digitisation, we will take a call on this only after taking all things into account.""",0,Economic Times
"There is a leadership vacuum in Infosys, time to get Nandan Nilekani back: Mohandas Pai""There is a leadership vacuum in the company, because they made the wrong choice of CEO three years ago and that is playing out right now.""",0,Economic Times
"Sensex, Nifty hit lifetime highs: Top factors that fuelled the rallyWeak auto sales numbers and GDP data failed to stop Sensex from rallying over 450 points.",0,Economic Times
"Contra bets: 4 themes that may deliver high returns despite risksIf things go in favour of these sectors in the foreseeable future, they can offer high returns.
",0,Economic Times
"Lupin, Havells among 11 stocks that can give solid returns in 2-3 weeksAnalysts said one must execute trades with caution in this market.",0,Economic Times
"Maruti, TaMo May sales plunge, but stocks hold the ground, why?Tata Motors’ domestic PV volumes declined 38%, domestic volumes of Honda fell 28% in May.",0,Economic Times
"Sell in May, play in June! Hot summer is about cool returnsIn last 20 years, the BSE Sensex has ended June with gains on 14 occasions.",0,Economic Times
Modi win makes rupee double-edged sword for central bankThe rupee is emerging as Asia’s top performer in the past three months.,0,Economic Times
"Alfa raises delisting price to Rs 2,850 a shareAlfa Laval (India) today said its parent firm has raised the delisting offer price to Rs 2,850 a share.
",0,Economic Times
"DB Realty, Unitech stocks roseThe stocks of DB Realty and Unitech rose after top executives of these companies were granted bail in the 2G scam case. ",0,Economic Times
Fitch withdraws Reliance Capital ratingsFitch on Friday said it has withdrawn the ratings on Reliance Capital as the company has decided to stop participating.,0,Economic Times
"'Discoms' poor fin health poses risks for traders'The poor financial health of state electricity boards could pose significant business risks for power traders in the country, says Fitch.
",0,Economic Times
"Cigarette cos shares outperform benchmark SensexShares of cigarette companies have rallied over the past one month, with ITC, Godfrey Philips and VST Industries hitting record highs. ",0,Economic Times
"Lovable Lingerie's dream run on as traders lap it upLovable Lingerie is 3rd-best performing stock among companies listed this year, with it doubling in value, as traders bet it could repeat performance of Page Indus.",0,Economic Times
body,fake,source
Inside India's big legacy issue that no govt money can solveInside India's big legacy issue that no govt money can solveHere's why repeated recapitalisations by New Delhi won't save India's public banks.,0,Economic Times
"The JPMorgan hand in the great Amrapali conThe JPMorgan hand in the great Amrapali conFrom paying dividend without generating profits to setting up fake companies, Amrapali did it all.",0,Economic Times
Jet's remains have airline industry dividedJet's remains have airline industry dividedOlder carriers not on same page with new entrants over global routes allocation of Jet's remaining flying rights.,0,Economic Times
"Trump does not make things up, says his advisorTrump does not make things up, says his advisorIt is ""a very rude question,"" Trump's Chief Economic Advisor Larry Kudlow told reporters at the White House when a journalist following up on the president's remarks asked if it was made up.",0,Economic Times
"'Article 370 can't be shielded from Parliament, courts''Article 370 can't be shielded from Parliament, courts'Constitution expert and former Secretary General of the Lok Sabha Subhash Kashyap, said this Article is not barred from a debate on the floor of the Parliament. ",0,Economic Times
25% corporate tax may cover all companies25% corporate tax may cover all companiesNirmala Sitharaman says commitment made in debut budget of the first Modi govt has to be honoured.,0,Economic Times
India may go easy on its data rule for cosIndia may go easy on its data rule for cosThe draft Personal Data Protection Bill had suggested that a copy of all personal data be stored in India.,0,Economic Times
"23 universities in India are fake, warns UGC23 universities in India are fake, warns UGCThe higher education regulator has warned students against taking admission in these institutions. ",0,Economic Times
"BJP likely to elect BS Yeddyurappa CM todayBJP likely to elect BS Yeddyurappa CM todayIn all, 204 MLAs attended the House. Rebel Congress and JDS MLAs, camping in Mumbai, are set to return to Bengaluru on Wednesday.
",0,Economic Times
"Steel magnate Lakshmi Mittal's brother held in BosniaSteel magnate Lakshmi Mittal's brother held in BosniaPramod Mittal, the younger brother of steel magnate Lakshmi Mittal, heads the supervisory board at GIKIL, which has been among Bosnia's biggest exporters.
",0,Economic Times
"Volatility sucks out liquidity from SME stocks, makes exits toughTrading volumes on the BSE’s SME platform have shrunk by 30 per cent since May 2019. ",0,Economic Times
"Keep a SIP, here's a list of 10 large & midcaps: Sanjiv Bhasin
 The undertone of despondency in the broader market can pay rich dividends in the next three months",0,Economic Times
"India will gain by raising longer-tenor funds: Madhav Kalyan
A policy infra should be in place before we tap overseas market, says the CEO of JPMorgan in India.",0,Economic Times
"Missing their inflation goals, central banks study moving postsOfficials are studying their current strategies and whether they need to be changed.",0,Economic Times
"Why Mayuresh Joshi would prefer to wait and watch
Holding on to quality names, especially the larger private banks, makes sense.",0,Economic Times
"IT shares slip; TCS down over 1%The Nifty IT index was trading 0.55 per cent down at 15,408.70 around 10:09 am. ",0,Economic Times
"How to be a tiger: Seize historic opportunity for labour reform: We must leap forward, not backIn the process, they also created jobs for masses that paid decent and rising wages. The end result was elimination of abject poverty within a matter of two to three decades.",0,Economic Times
FM hints 25% corporate tax may be extended to all companiesNirmala Sitharaman says commitment made in debut budget of the first Modi govt has to be honoured.,0,Economic Times
RBI launches medium-term strategy framework Utkarsh 2022The framework has been launched to achieve excellence in the performance of RBI's mandates and strengthening the trust of citizens and other institutions.,0,Economic Times
"FM rules out rollback of duty on newsprint, says move to give domestic industry level playing fieldIn Rajya Sabha, Sitharaman said domestic newsprint manufacturers were finding it difficult to find buyers because the same was being imported.",0,Economic Times
"Pendency of indirect tax appeal cases down 61% in 2 years: MoS Finance Anurag ThakurWith regard to direct taxes, as many as 3.41 lakh cases were pending before commissioner (appeal), while 92,205 cases were pending before the Income Tax Appellate Tribunal (ITAT) as on March 31, 2019.",0,Economic Times
"Code on occupational safety, Code on wages bill in Lok SabhaGangwar said the legislations have been drafted after consulting 13 workers' organisations and he will try to assuage concerns raised by the members.
",0,Economic Times
Changes likely in proposed data privacy rules: Only critical data may need to be housed in IndiaThe draft Personal Data Protection Bill had suggested that a copy of all personal data be stored in India.,0,Economic Times
"Indian IT industry important stakeholder in strengthening India-US ties: Shringla""The Indian IT industry has been an important stakeholder in promoting and supporting stronger bilateral business relations between our two countries,"" the Indian Ambassador to the US said.",0,Economic Times
"New WhatsApp Global head to meet RBI, NPCI officials​​​A WhatsApp spokesperson did not confirm or deny meetings with RBI and NPCI officials and only said Cathcart will meet leaders to discuss WhatsApp’s support for Digital India.",0,Economic Times
"Facing heat, TikTok removes 60 lakh clips over rule violationsThe move comes at a time when the company is facing regulatory heat in India, and has been served with a notice by the government around unlawful usage by children and oscene content.",0,Economic Times
"Why everyone should learn to code, and start in school itselfIn India, both CBSE and ICSE boards have introduced programming as part of their computer science course, but the course is optional for most schools. ",0,Economic Times
"Why Wipro prefers to hire US freshersWipro recruited more than 6,000 fresh graduates globally during the April-June quarter.",0,Economic Times
"China eyes high-tech army, says US undermines global stabilityThe PLA is reportedly building a third aircraft carrier as well as developing new generation destroyer vessels, fighter jets and ballistic missiles.",0,Economic Times
LinkedIn to migrate workload to Microsoft AzureMicrosoft announced its $26.2 billion acquisition of LinkedIn in June 2016 and closed the deal in the same year in December.,0,Economic Times
Facebook set to pay $5 billion fine for privacy violationsFacebook is set to pay $5 billion to the US Federal Trade Commission (FTC) this week as fine for users' privacy violations in the Cambridge Analytica data scandal involving 87 million users.,0,Economic Times
"Nissan to cut over 10,000 jobs worldwide: ReportThe cuts come after Nissan announced in May that it would trim 4,800 jobs from its global workforce of around 1,39,000. 
",0,Economic Times
"No-deal Brexit would be tragedy, EU will stick to agreement: Frans TimmermansThe EU is bracing for a no-deal Brexit, or another delay to Britain's departure, should Johnson follow through on his promises as Britain's leader.",0,Economic Times
"Li Peng, former hard-line Chinese premier, dies at 91Li Peng, a former hard-line Chinese premier best known for announcing martial law during the 1989 Tiananmen Square pro-democracy protests, has died.He was 91.",0,Economic Times
"Article 370 can't be shielded from Parliament, courts: ExpertsConstitution expert and former Secretary General of the Lok Sabha Subhash Kashyap, said this Article is not barred from a debate on the floor of the Parliament. ",0,Economic Times
"How BJP’s strategy to ‘speak less and listen more’ paid offM P Renukacharya, Aravind Limbavali, A S Patil Nadahalli and Hartal Halappa, in particular, were warned to sit tight and keep their own counsel.",0,Economic Times
Lok Sabha poll rout hastened Karnataka's JD-S-Congress government exitSwot analysis of the Lok Sabha results in the southern state revealed that the BJP had won in 176 of the Assembly segments of the 28 Lok Sabha seats.,0,Economic Times
Getting past disqualification is first hurdle for rebel MLAs BJP sources said the party is exploring options of getting a stay order if they are disqualified in order to induct them into the cabinet immediately.,0,Economic Times
Supreme Court collegium treads cautiously on appointing judge who is gaySeeks more info from govt; IB report says candidate’s partner a foreign national and could be security risk,0,Economic Times
"Government passing bills in Parliament with ""zero scrutiny"": Derek O' BrienDerek O'Brien charged that the government used its ""brute majority"" in Lok Sabha to bulldoze the ""faulty RTI Bill"".",0,Economic Times
"Traders bet on calendar spread as Nifty moves in a tight rangeA trading combination involving Nifty options is gaining prominence among savvy trading desks of institutional investors.

",0,Economic Times
"Nifty may find support at 5300 levelAs far as stock futures are concerned, we are very near to the highest-ever open interest with 195 crore shares in open interest. ",0,Economic Times
"Seven out of top 10 Asian small-cap funds are IndianAn analysis of 300 Asian small-cap schemes shows DSP BlackRock Micro Cap Fund leading the charge, delivering an 82% return over the past year.",0,Economic Times
"Inflation reflects growth dynamics in India: Christopher WoodIndia has inflation and it reflects the fundamental growth, Christopher Wood, equity strategist, CLSA, said at ET Now Mkt Summit-2010.

",0,Economic Times
"Market may trade in a range, but FIIs seen sold on IndiaMarket may see range-bound trading this week in the absence of any major trigger.",0,Economic Times
"'Don't bank only on price-to-earning ratio'Many experts believe that looking at PE ratio in isolation won’t help investors grasp realities of the mkt and higher valuation may not be the only deciding factor driving mkt. 
",0,Economic Times
Prabhudas Lilladher has a reduce rating on InfosysPrabhudas Lilladher has a ‘reduce’ rating on Infosys Technologies as it feels that the outlook for the company and the software industry is quite weak in the near-term.,0,Economic Times
Fin Crisis: Too late and too little done in USA crisis of $240 trillion cannot be stemmed with bailout packages of $1 to $10 trillion. 2008: Year of global financial crisis | Survive credit crisis | Ghosts of 1929,0,Economic Times
"Weak rupee takes its toll on cos with huge foreign debtThe falling rupee will severely affect the small companies, whereas the big ones will be impacted moderately. Get rid of Debt | Adopt correct investment strategies",0,Economic Times
"Wait for more signals before turning positiveAt the recent low of 12514 points, the Sensex has tested the 12800-12000-pts support zone and has since then attempted a corrective rally.",0,Economic Times
"Six Indian cos among BusinessWeek's top 100 Infotech firmsBusinessWeek's 'The Infotech 100', has ranked Bharti Airtel at the 21st position followed by Reddington India (55th) and RCom (66th). Successful business formula",0,Economic Times
Indian firms slip in global ranking; four move out of Top-50014 firms present in a new list of world's 500 most valued firms together seeing an erosion of about $150 billion in their market value in the first three months of this year.,0,Economic Times
"'Big Daddy' laps up Cipla after Q1 nos beat forecastShares of Cipla inched up on heavy volumes on Friday, after the company’s first quarter earnings beat the consensus estimate.",0,Economic Times
"Old Fox has dream run on Dalal StreetThe Old Fox of Dalal Street has been on a dream run since the past couple of weeks. On Friday, most stocks that he had been steadily building up positions in figured among key gainers of the day.",0,Economic Times
"Cairn India hits record high on BSE amid stake sale talksThe scrip, which was flat for most of the session, shot up in the final hour of trade on the Bombay Stock Exchange to settle with a net gain of 4.36 per cent at Rs 355.45.",0,Economic Times
"Vedanta plunges 5.59% on LSE amid talks to buy Cairn stakeIn the late afternoon session, the scrip was being traded at 20.61 pounds, down by 5.50 per cent on the LSE. Vedanta opened on a positive note, but soon swung into the red.",0,Economic Times
"SBI shares on gaining spree; hit record highIn the past two days, the scrip recorded a gain of over 9 per cent on the BSE, making its investors richer by a whopping Rs 15,000 crore.
",0,Economic Times
FM must rethinkTT Ram Mohan has rightly suggested that the tax-GDP ratio measures structural improvement. The FM must rethink his medium-term debtto-GDP target. ,0,Economic Times
Amalgamate banksFinancial inclusion and financial literacy will be the paramount objective while implementing reforms along with UID project to protect the interests of poor. ,0,Economic Times
"Managing dataThis refers to your edit ‘A welcome quest’ (ET, Oct 8). It is imperative to have a strong database.",0,Economic Times
"Right technologyApropos of ‘The climate conundrum’ (ET, Oct 9), Mukul Sanwal rightly suggests that developing countries should lead in setting the agenda for global technological cooperation.",0,Economic Times
ET SearchRupee#CAD#Economic crisis#Food Bill,0,Economic Times
"After the Oscars, what's next for silent stars of The Artist?The team behind The Artist will have spent the first day of the rest of their lives conforming to the grandest, and most lucrative, of Hollywood traditions. ",0,Economic Times
"Delhi World Book fair: A fair like no otherIt's the World Book fair, which comes around once every two years sprawling across the giant halls of Pragati Maidan.  This is the fair's 20th edition.",0,Economic Times
"Indian gift makes its way to State Department exhibitionAn elephant figurine gifted by the then HM LK Advani to US Secretary of State Colin Powell in 2002, has made its way to the State Department hall.",0,Economic Times
"IMD to use dynamic models for forecastsStatistical models used by IMD will still be used for monsoon forecast, but the ministry of earth sciences is putting more emphasis on dynamic models.",0,Economic Times
"Docs reveal contents of first wire msg between India & EngNewly discovered documents have revealed the first telegraph messages and joy when England was linked for the first time with India on 23 June, 1870. ",0,Economic Times
Worried Amitabh Bachchan fans pray to Lord Shiva for his recoveryHundreds of worried fans of ailing Bollywood megastar Amitabh Bachchan today performed a yagna here to pray for his speedy recovery.,0,Economic Times
"Every decision of government needn’t be a big reform: Anand Mahindra""The fact that we are the world’s largest democracy and we are all aware that power and a role in global affairs for a nation comes from economic strength.""",0,Economic Times
"Narendra Modi has his eyes set on boosting business: Joao Cravinho, EU AmbassadorAmbassador Joao Cravinho, head of the EU delegation, led Ambassadors of various European countries to a quiet lunch with Modi at the capital last year.",0,Economic Times
"Confidence level of industry improving: KV Kamath, ICICI Bank""It is the collective wisdom of the marketplace that there is action and we will move with speed. That improves the confidence level of industry.""",0,Economic Times
"We may see rapid growth over the next few years: Raamdeo AgrawalDirectives from the Centre have to be executed at the state level. So, there are many things that are not in Modi’s hands, says Raamdeo Agrawal.",0,Economic Times
"Our commitment for press freedom, and autonomy of public broadcast is absolute: Prakash Javadekar""Now there is a stage three and stage four of digitisation, we will take a call on this only after taking all things into account.""",0,Economic Times
"There is a leadership vacuum in Infosys, time to get Nandan Nilekani back: Mohandas Pai""There is a leadership vacuum in the company, because they made the wrong choice of CEO three years ago and that is playing out right now.""",0,Economic Times
"Sensex, Nifty hit lifetime highs: Top factors that fuelled the rallyWeak auto sales numbers and GDP data failed to stop Sensex from rallying over 450 points.",0,Economic Times
"Contra bets: 4 themes that may deliver high returns despite risksIf things go in favour of these sectors in the foreseeable future, they can offer high returns.
",0,Economic Times
"Lupin, Havells among 11 stocks that can give solid returns in 2-3 weeksAnalysts said one must execute trades with caution in this market.",0,Economic Times
"Maruti, TaMo May sales plunge, but stocks hold the ground, why?Tata Motors’ domestic PV volumes declined 38%, domestic volumes of Honda fell 28% in May.",0,Economic Times
"Sell in May, play in June! Hot summer is about cool returnsIn last 20 years, the BSE Sensex has ended June with gains on 14 occasions.",0,Economic Times
Modi win makes rupee double-edged sword for central bankThe rupee is emerging as Asia’s top performer in the past three months.,0,Economic Times
"Alfa raises delisting price to Rs 2,850 a shareAlfa Laval (India) today said its parent firm has raised the delisting offer price to Rs 2,850 a share.
",0,Economic Times
"DB Realty, Unitech stocks roseThe stocks of DB Realty and Unitech rose after top executives of these companies were granted bail in the 2G scam case. ",0,Economic Times
Fitch withdraws Reliance Capital ratingsFitch on Friday said it has withdrawn the ratings on Reliance Capital as the company has decided to stop participating.,0,Economic Times
"'Discoms' poor fin health poses risks for traders'The poor financial health of state electricity boards could pose significant business risks for power traders in the country, says Fitch.
",0,Economic Times
"Cigarette cos shares outperform benchmark SensexShares of cigarette companies have rallied over the past one month, with ITC, Godfrey Philips and VST Industries hitting record highs. ",0,Economic Times
"Lovable Lingerie's dream run on as traders lap it upLovable Lingerie is 3rd-best performing stock among companies listed this year, with it doubling in value, as traders bet it could repeat performance of Page Indus.",0,Economic Times
body,fake,source
"Slowdown signs all around but HDFC's top boss says don't worrySlowdown signs all around but HDFC's top boss says don't worryVery good things are happening, said Puri, under whom HDFC Bank has become India's banking bellwether. ",0,Economic Times
"Big Bull, Dolly Khanna go on a selling spreeBig Bull, Dolly Khanna go on a selling spreeRakesh Jhunjhunwala and his better half Rekha sold stakes in NCC, DHFL and in Lupin.",0,Economic Times
"The curious case of whistleblowers at IndiGoThe curious case of whistleblowers at IndiGoWas there really any whistleblower plaint or not? Gangwal insists there was one, while Bhatia camp denies it.",0,Economic Times
How DHFL plans to fix the mess it is inHow DHFL plans to fix the mess it is inAt least three private equity firms are among those that have submitted non-binding bids.,0,Economic Times
"Britain now has the most 'desi' CabinetBritain now has the most 'desi' CabinetIndian-origin Priti Patel made history after she was given the prestigious job of home secretary. Agra-born Alok Sharma MP, has been given the role of secretary of state for international development.",0,Economic Times
"Now, Aadhaar can be used for state schemesNow, Aadhaar can be used for state schemesState governments can use Aadhaar for schemes that are funded through the ‘Consolidated Fund of the State’. ",0,Economic Times
"Mega diabetes drug to be cheaper soonMega diabetes drug to be cheaper soonWith Novartis losing patent protection for Vildagliptin in December, the cost of therapy is expected to reduce by over 50%.",0,Economic Times
Deutsche Bank on brink of Lehman moment?Deutsche Bank on brink of Lehman moment?Deutsche Bank had earlier this month flagged it would lose around 2.8 billion euros.,0,Economic Times
"BJP to act once details are known: Gopal BhargavaBJP to act once details are known: Gopal BhargavaThe voting was done in a wrong manner and the same should be investigated,” Bhargava told.",0,Economic Times
Kumaraswamy's exit: BJP's clueless on swearing-inKumaraswamy's exit: BJP's clueless on swearing-inIt was expected that Yeddyurappa would take oath as the CM either on Thursday or Friday. But the BJP office was quiet. ,0,Economic Times
"Even in a tough year, 2 in every 3 midcap funds beat benchmarkThis augurs well for investors who have poured money into midcap and small-cap funds.",0,Economic Times
"Find opportunity in adversity in next 2 quarters: Devang Mehta
The pain would probably last for a couple of quarters more, says Centrum equity advisory head.",0,Economic Times
"As equities lose pace, F&O traders flock to black goldAnalysts believe F&O traders from NSE and BSE have “hopped onto” the crude bandwagon.",0,Economic Times
"Worst not over for NBFCs, be selective in PSBs
We have a neutral view on Tata Motors given the uncertainty around growth & currency risk.",0,Economic Times
"Podcast: What might shake & move your marketTune in! Your daily digest of market news, views and cues.",0,Economic Times
Brokerages bullish on Asian Paints post Q1 showMacquarie said that management has indicated channel stocking led by innovative schemes.,0,Economic Times
"I-T dept to use data analysis, risk profiling to increase tax mop up: Revenue SecyIn the 2019-20 Budget, the government has set a direct tax collection target of Rs 13.35 lakh crore.",0,Economic Times
